Marca	Modelo	Ano	Motor
Honda	Ridgeline	2019	3.5L J35Y6 V6
Honda	Ridgeline	2020	3.5L J35Y6 V6
Honda	Ridgeline	2021	3.5L J35Y6 V6
Honda	Ridgeline	2022	3.5L J35Y6 V6
Honda	Ridgeline	2023	3.5L J35Y6 V6
Honda	Ridgeline	2024	3.5L J35Y6 V6
Honda	Ridgeline	2025	3.5L J35Y6 V6
Honda	Ridgeline	2026	3.5L J35Y6 V6
Hyundai	Accent	2014	1.4L G4LC / 1.6L G4FG
Hyundai	Accent	2015	1.4L G4LC / 1.6L G4FG
Hyundai	Accent	2016	1.4L G4LC / 1.6L G4FG
Hyundai	Accent	2017	1.4L G4LC / 1.6L G4FG
Hyundai	Accent	2018	1.4L G4LC / 1.6L G4FG
Hyundai	Accent	2019	1.4L G4LC / 1.6L G4FG
Hyundai	Accent	2020	1.4L G4LC / 1.6L G4FG
Hyundai	Accent	2021	1.4L G4LC / 1.6L G4FG
Hyundai	Accent	2022	1.4L G4LC / 1.6L G4FG
Hyundai	Accent	2023	1.4L G4LC / 1.6L G4FG
Hyundai	Accent	2024	1.4L G4LC / 1.6L G4FG
Hyundai	Accent	2025	1.4L G4LC / 1.6L G4FG
Hyundai	Accent	2026	1.4L G4LC / 1.6L G4FG
Hyundai	Atos/i10	2010	1.0L G4HG / 1.1L
Hyundai	Atos/i10	2011	1.0L G4HG / 1.1L
Hyundai	Atos/i10	2012	1.0L G4HG / 1.1L
Hyundai	Atos/i10	2013	1.0L G4HG / 1.1L
Hyundai	Atos/i10	2014	1.0L G4HG / 1.1L
Hyundai	Atos/i10	2015	1.0L G4HG / 1.1L
Hyundai	Atos/i10	2016	1.0L G4HG / 1.1L
Hyundai	Atos/i10	2017	1.0L G4HG / 1.1L
Hyundai	Atos/i10	2018	1.0L G4HG / 1.1L
Hyundai	Atos/i10	2019	1.0L G4HG / 1.1L
Hyundai	Atos/i10	2020	1.0L G4HG / 1.1L
Hyundai	Creta	2016	1.6L G4FG / 1.5L G4FL
Hyundai	Creta	2017	1.6L G4FG / 1.5L G4FL
Hyundai	Creta	2018	1.6L G4FG / 1.5L G4FL
Hyundai	Creta	2019	1.6L G4FG / 1.5L G4FL
Hyundai	Creta	2020	1.6L G4FG / 1.5L G4FL
Hyundai	Creta	2021	1.6L G4FG / 1.5L G4FL
Hyundai	Creta	2022	1.6L G4FG / 1.5L G4FL
Hyundai	Creta	2023	1.6L G4FG / 1.5L G4FL
Hyundai	Creta	2024	1.6L G4FG / 1.5L G4FL
Hyundai	Creta	2025	1.6L G4FG / 1.5L G4FL
Hyundai	Creta	2026	1.6L G4FG / 1.5L G4FL
Hyundai	Elantra	2011	1.6L G4FG / 2.0L G4NA
Hyundai	Elantra	2012	1.6L G4FG / 2.0L G4NA
Hyundai	Elantra	2013	1.6L G4FG / 2.0L G4NA
Hyundai	Elantra	2014	1.6L G4FG / 2.0L G4NA
Hyundai	Elantra	2015	1.6L G4FG / 2.0L G4NA
Hyundai	Elantra	2016	1.6L G4FG / 2.0L G4NA
Hyundai	Elantra	2017	1.6L G4FG / 2.0L G4NA
Hyundai	Elantra	2018	1.6L G4FG / 2.0L G4NA
Hyundai	Elantra	2019	1.6L G4FG / 2.0L G4NA
Hyundai	Elantra	2020	1.6L G4FG / 2.0L G4NA
Hyundai	Elantra	2021	1.6L G4FG / 2.0L G4NA
Hyundai	Elantra	2022	1.6L G4FG / 2.0L G4NA
Hyundai	Elantra	2023	1.6L G4FG / 2.0L G4NA
Hyundai	Elantra	2024	1.6L G4FG / 2.0L G4NA
Hyundai	Elantra	2025	1.6L G4FG / 2.0L G4NA
Hyundai	Elantra	2026	1.6L G4FG / 2.0L G4NA
Hyundai	Grand i10	2014	1.0L G3LA / 1.2L G4LA
Hyundai	Grand i10	2015	1.0L G3LA / 1.2L G4LA
Hyundai	Grand i10	2016	1.0L G3LA / 1.2L G4LA
Hyundai	Grand i10	2017	1.0L G3LA / 1.2L G4LA
Hyundai	Grand i10	2018	1.0L G3LA / 1.2L G4LA
Hyundai	Grand i10	2019	1.0L G3LA / 1.2L G4LA
Hyundai	Grand i10	2020	1.0L G3LA / 1.2L G4LA
Hyundai	Grand i10	2021	1.0L G3LA / 1.2L G4LA
Hyundai	Grand i10	2022	1.0L G3LA / 1.2L G4LA
Hyundai	Grand i10	2023	1.0L G3LA / 1.2L G4LA
Hyundai	Grand i10	2024	1.0L G3LA / 1.2L G4LA
Hyundai	Grand i10	2025	1.0L G3LA / 1.2L G4LA
Hyundai	Grand i10	2026	1.0L G3LA / 1.2L G4LA
Hyundai	H-1	2014	2.5D D4CB
Hyundai	H-1	2015	2.5D D4CB
Hyundai	H-1	2016	2.5D D4CB
Hyundai	H-1	2017	2.5D D4CB
Hyundai	H-1	2018	2.5D D4CB
Hyundai	H-1	2019	2.5D D4CB
Hyundai	H-1	2020	2.5D D4CB
Hyundai	H-1	2021	2.5D D4CB
Hyundai	H-1	2022	2.5D D4CB
Hyundai	H-1	2023	2.5D D4CB
Hyundai	H-1	2024	2.5D D4CB
Hyundai	H-1	2025	2.5D D4CB
Hyundai	H-1	2026	2.5D D4CB
Hyundai	i30	2012	1.6L G4FG / 1.8L G4NB
Hyundai	i30	2013	1.6L G4FG / 1.8L G4NB
Hyundai	i30	2014	1.6L G4FG / 1.8L G4NB
Hyundai	i30	2015	1.6L G4FG / 1.8L G4NB
Hyundai	i30	2016	1.6L G4FG / 1.8L G4NB
Hyundai	i30	2017	1.6L G4FG / 1.8L G4NB
Hyundai	i30	2018	1.6L G4FG / 1.8L G4NB
Hyundai	i30	2019	1.6L G4FG / 1.8L G4NB
Hyundai	i30	2020	1.6L G4FG / 1.8L G4NB
Hyundai	Palisade	2020	3.8L Lambda II V6
Hyundai	Palisade	2021	3.8L Lambda II V6
Hyundai	Palisade	2022	3.8L Lambda II V6
Hyundai	Palisade	2023	3.8L Lambda II V6
Hyundai	Palisade	2024	3.8L Lambda II V6
Hyundai	Palisade	2025	3.8L Lambda II V6
Hyundai	Palisade	2026	3.8L Lambda II V6
Hyundai	Porter	2014	2.5D D4CB
Hyundai	Porter	2015	2.5D D4CB
Hyundai	Porter	2016	2.5D D4CB
Hyundai	Porter	2017	2.5D D4CB
Hyundai	Porter	2018	2.5D D4CB
Hyundai	Porter	2019	2.5D D4CB
Hyundai	Porter	2020	2.5D D4CB
Hyundai	Porter	2021	2.5D D4CB
Hyundai	Porter	2022	2.5D D4CB
Hyundai	Porter	2023	2.5D D4CB
Hyundai	Porter	2024	2.5D D4CB
Hyundai	Santa Fe	2010	2.4L G4KJ / 2.2D D4HB
Hyundai	Santa Fe	2011	2.4L G4KJ / 2.2D D4HB
Hyundai	Santa Fe	2012	2.4L G4KJ / 2.2D D4HB
Hyundai	Santa Fe	2013	2.4L G4KJ / 2.2D D4HB
Hyundai	Santa Fe	2014	2.4L G4KJ / 2.2D D4HB
Hyundai	Santa Fe	2015	2.4L G4KJ / 2.2D D4HB
Hyundai	Santa Fe	2016	2.4L G4KJ / 2.2D D4HB
Hyundai	Santa Fe	2017	2.4L G4KJ / 2.2D D4HB
Hyundai	Santa Fe	2018	2.4L G4KJ / 2.2D D4HB
Hyundai	Santa Fe	2019	2.4L G4KJ / 2.2D D4HB
Hyundai	Santa Fe	2020	2.4L G4KJ / 2.2D D4HB
Hyundai	Santa Fe	2021	2.4L G4KJ / 2.2D D4HB
Hyundai	Santa Fe	2022	2.4L G4KJ / 2.2D D4HB
Hyundai	Santa Fe	2023	2.4L G4KJ / 2.2D D4HB
Hyundai	Santa Fe	2024	2.4L G4KJ / 2.2D D4HB
Hyundai	Santa Fe	2025	2.4L G4KJ / 2.2D D4HB
Hyundai	Santa Fe	2026	2.4L G4KJ / 2.2D D4HB
Hyundai	Sonata	2015	2.0L Nu / 2.5L / 1.6T Smartstream
Hyundai	Sonata	2016	2.0L Nu / 2.5L / 1.6T Smartstream
Hyundai	Sonata	2017	2.0L Nu / 2.5L / 1.6T Smartstream
Hyundai	Sonata	2018	2.0L Nu / 2.5L / 1.6T Smartstream
Hyundai	Sonata	2019	2.0L Nu / 2.5L / 1.6T Smartstream
Hyundai	Sonata	2020	2.0L Nu / 2.5L / 1.6T Smartstream
Hyundai	Sonata	2021	2.0L Nu / 2.5L / 1.6T Smartstream
Hyundai	Sonata	2022	2.0L Nu / 2.5L / 1.6T Smartstream
Hyundai	Sonata	2023	2.0L Nu / 2.5L / 1.6T Smartstream
Hyundai	Sonata	2024	2.0L Nu / 2.5L / 1.6T Smartstream
Hyundai	Sonata	2025	2.0L Nu / 2.5L / 1.6T Smartstream
Hyundai	Sonata	2026	2.0L Nu / 2.5L / 1.6T Smartstream
Hyundai	Tucson	2014	2.0L G4NA / 1.6T G4FP
Hyundai	Tucson	2015	2.0L G4NA / 1.6T G4FP
Hyundai	Tucson	2016	2.0L G4NA / 1.6T G4FP
Hyundai	Tucson	2017	2.0L G4NA / 1.6T G4FP
Hyundai	Tucson	2018	2.0L G4NA / 1.6T G4FP
Hyundai	Tucson	2019	2.0L G4NA / 1.6T G4FP
Hyundai	Tucson	2020	2.0L G4NA / 1.6T G4FP
Hyundai	Tucson	2021	2.0L G4NA / 1.6T G4FP
Hyundai	Tucson	2022	2.0L G4NA / 1.6T G4FP
Hyundai	Tucson	2023	2.0L G4NA / 1.6T G4FP
Hyundai	Tucson	2024	2.0L G4NA / 1.6T G4FP
Hyundai	Tucson	2025	2.0L G4NA / 1.6T G4FP
Hyundai	Tucson	2026	2.0L G4NA / 1.6T G4FP
Hyundai	Venue	2020	1.6L SmartStream Gamma
Hyundai	Venue	2021	1.6L SmartStream Gamma
Hyundai	Venue	2022	1.6L SmartStream Gamma
Hyundai	Venue	2023	1.6L SmartStream Gamma
Hyundai	Venue	2024	1.6L SmartStream Gamma
Hyundai	Venue	2025	1.6L SmartStream Gamma
Hyundai	Venue	2026	1.6L SmartStream Gamma
Kia	Carnival	2015	2.2D D4HB / 3.5L G6DB V6
Kia	Carnival	2016	2.2D D4HB / 3.5L G6DB V6
Kia	Carnival	2017	2.2D D4HB / 3.5L G6DB V6
Kia	Carnival	2018	2.2D D4HB / 3.5L G6DB V6
Kia	Carnival	2019	2.2D D4HB / 3.5L G6DB V6
Kia	Carnival	2020	2.2D D4HB / 3.5L G6DB V6
Kia	Carnival	2021	2.2D D4HB / 3.5L G6DB V6
Kia	Carnival	2022	2.2D D4HB / 3.5L G6DB V6
Kia	Carnival	2023	2.2D D4HB / 3.5L G6DB V6
Kia	Carnival	2024	2.2D D4HB / 3.5L G6DB V6
Kia	Carnival	2025	2.2D D4HB / 3.5L G6DB V6
Kia	Carnival	2026	2.2D D4HB / 3.5L G6DB V6
Kia	Cerato	2011	1.6L G4FG / 2.0L G4NA
Kia	Cerato	2012	1.6L G4FG / 2.0L G4NA
Kia	Cerato	2013	1.6L G4FG / 2.0L G4NA
Kia	Cerato	2014	1.6L G4FG / 2.0L G4NA
Kia	Cerato	2015	1.6L G4FG / 2.0L G4NA
Kia	Cerato	2016	1.6L G4FG / 2.0L G4NA
Kia	Cerato	2017	1.6L G4FG / 2.0L G4NA
Kia	Cerato	2018	1.6L G4FG / 2.0L G4NA
Kia	Cerato	2019	1.6L G4FG / 2.0L G4NA
Kia	Cerato	2020	1.6L G4FG / 2.0L G4NA
Kia	Cerato	2021	1.6L G4FG / 2.0L G4NA
Kia	Cerato	2022	1.6L G4FG / 2.0L G4NA
Kia	Cerato	2023	1.6L G4FG / 2.0L G4NA
Kia	Cerato	2024	1.6L G4FG / 2.0L G4NA
Kia	Frontier	2014	2.5D D4BH / 2.7L J2
Kia	Frontier	2015	2.5D D4BH / 2.7L J2
Kia	Frontier	2016	2.5D D4BH / 2.7L J2
Kia	Frontier	2017	2.5D D4BH / 2.7L J2
Kia	Frontier	2018	2.5D D4BH / 2.7L J2
Kia	Frontier	2019	2.5D D4BH / 2.7L J2
Kia	Frontier	2020	2.5D D4BH / 2.7L J2
Kia	Frontier	2021	2.5D D4BH / 2.7L J2
Kia	Frontier	2022	2.5D D4BH / 2.7L J2
Kia	Frontier	2023	2.5D D4BH / 2.7L J2
Kia	Frontier	2024	2.5D D4BH / 2.7L J2
Kia	Frontier	2025	2.5D D4BH / 2.7L J2
Kia	Frontier	2026	2.5D D4BH / 2.7L J2
Kia	Morning	2014	1.0L/1.2L Kappa G3LA/G4LA
Kia	Morning	2015	1.0L/1.2L Kappa G3LA/G4LA
Kia	Morning	2016	1.0L/1.2L Kappa G3LA/G4LA
Kia	Morning	2017	1.0L/1.2L Kappa G3LA/G4LA
Kia	Morning	2018	1.0L/1.2L Kappa G3LA/G4LA
Kia	Morning	2019	1.0L/1.2L Kappa G3LA/G4LA
Kia	Morning	2020	1.0L/1.2L Kappa G3LA/G4LA
Kia	Morning	2021	1.0L/1.2L Kappa G3LA/G4LA
Kia	Morning	2022	1.0L/1.2L Kappa G3LA/G4LA
Kia	Morning	2023	1.0L/1.2L Kappa G3LA/G4LA
Kia	Morning	2024	1.0L/1.2L Kappa G3LA/G4LA
Kia	Morning	2025	1.0L/1.2L Kappa G3LA/G4LA
Kia	Morning	2026	1.0L/1.2L Kappa G3LA/G4LA
Kia	Niro	2017	1.6L Kappa GDi Hybrid
Kia	Niro	2018	1.6L Kappa GDi Hybrid
Kia	Niro	2019	1.6L Kappa GDi Hybrid
Kia	Niro	2020	1.6L Kappa GDi Hybrid
Kia	Niro	2021	1.6L Kappa GDi Hybrid
Kia	Niro	2022	1.6L Kappa GDi Hybrid
Kia	Niro	2023	1.6L Kappa GDi Hybrid
Kia	Niro	2024	1.6L Kappa GDi Hybrid
Kia	Niro	2025	1.6L Kappa GDi Hybrid
Kia	Niro	2026	1.6L Kappa GDi Hybrid
Kia	Rio	2014	1.4L G4LC
Kia	Rio	2015	1.4L G4LC
Kia	Rio	2016	1.4L G4LC
Kia	Rio	2017	1.4L G4LC
Kia	Rio	2018	1.4L G4LC
Kia	Rio	2019	1.4L G4LC
Kia	Rio	2020	1.4L G4LC
Kia	Rio	2021	1.4L G4LC
Kia	Rio	2022	1.4L G4LC
Kia	Rio	2023	1.4L G4LC
Kia	Rio	2024	1.4L G4LC
Kia	Seltos	2020	1.6T Gamma / 2.0L Nu
Kia	Seltos	2021	1.6T Gamma / 2.0L Nu
Kia	Seltos	2022	1.6T Gamma / 2.0L Nu
Kia	Seltos	2023	1.6T Gamma / 2.0L Nu
Kia	Seltos	2024	1.6T Gamma / 2.0L Nu
Kia	Seltos	2025	1.6T Gamma / 2.0L Nu
Kia	Seltos	2026	1.6T Gamma / 2.0L Nu
Kia	Soluto	2019	1.4L G4LC
Kia	Soluto	2020	1.4L G4LC
Kia	Soluto	2021	1.4L G4LC
Kia	Soluto	2022	1.4L G4LC
Kia	Soluto	2023	1.4L G4LC
Kia	Soluto	2024	1.4L G4LC
Kia	Soluto	2025	1.4L G4LC
Kia	Soluto	2026	1.4L G4LC
Kia	Sorento	2010	2.4L G4KE / 2.2D D4HB
Kia	Sorento	2011	2.4L G4KE / 2.2D D4HB
Kia	Sorento	2012	2.4L G4KE / 2.2D D4HB
Kia	Sorento	2013	2.4L G4KE / 2.2D D4HB
Kia	Sorento	2014	2.4L G4KE / 2.2D D4HB
Kia	Sorento	2015	2.4L G4KE / 2.2D D4HB
Kia	Sorento	2016	2.4L G4KE / 2.2D D4HB
Kia	Sorento	2017	2.4L G4KE / 2.2D D4HB
Kia	Sorento	2018	2.4L G4KE / 2.2D D4HB
Kia	Sorento	2019	2.4L G4KE / 2.2D D4HB
Kia	Sorento	2020	2.4L G4KE / 2.2D D4HB
Kia	Sorento	2021	2.4L G4KE / 2.2D D4HB
Kia	Sorento	2022	2.4L G4KE / 2.2D D4HB
Kia	Sorento	2023	2.4L G4KE / 2.2D D4HB
Kia	Sorento	2024	2.4L G4KE / 2.2D D4HB
Kia	Sorento	2025	2.4L G4KE / 2.2D D4HB
Kia	Sorento	2026	2.4L G4KE / 2.2D D4HB
Kia	Sportage	2014	2.0L G4NA / 1.6D CRDi
Kia	Sportage	2015	2.0L G4NA / 1.6D CRDi
Kia	Sportage	2016	2.0L G4NA / 1.6D CRDi
Kia	Sportage	2017	2.0L G4NA / 1.6D CRDi
Kia	Sportage	2018	2.0L G4NA / 1.6D CRDi
Kia	Sportage	2019	2.0L G4NA / 1.6D CRDi
Kia	Sportage	2020	2.0L G4NA / 1.6D CRDi
Kia	Sportage	2021	2.0L G4NA / 1.6D CRDi
Kia	Sportage	2022	2.0L G4NA / 1.6D CRDi
Kia	Sportage	2023	2.0L G4NA / 1.6D CRDi
Kia	Sportage	2024	2.0L G4NA / 1.6D CRDi
Kia	Sportage	2025	2.0L G4NA / 1.6D CRDi
Kia	Sportage	2026	2.0L G4NA / 1.6D CRDi
Kia	Stonic	2018	1.0T Kappa / 1.4L Kappa
Kia	Stonic	2019	1.0T Kappa / 1.4L Kappa
Kia	Stonic	2020	1.0T Kappa / 1.4L Kappa
Kia	Stonic	2021	1.0T Kappa / 1.4L Kappa
Kia	Stonic	2022	1.0T Kappa / 1.4L Kappa
Kia	Stonic	2023	1.0T Kappa / 1.4L Kappa
Kia	Stonic	2024	1.0T Kappa / 1.4L Kappa
Kia	Stonic	2025	1.0T Kappa / 1.4L Kappa
Kia	Stonic	2026	1.0T Kappa / 1.4L Kappa
Kia	Telluride	2020	3.8L Lambda II V6
Kia	Telluride	2021	3.8L Lambda II V6
Kia	Telluride	2022	3.8L Lambda II V6
Kia	Telluride	2023	3.8L Lambda II V6
Kia	Telluride	2024	3.8L Lambda II V6
Kia	Telluride	2025	3.8L Lambda II V6
Kia	Telluride	2026	3.8L Lambda II V6
Nissan	D21/NP300	2008	2.4L KA24DE / 2.5D YD25DDTi
Nissan	D21/NP300	2009	2.4L KA24DE / 2.5D YD25DDTi
Nissan	D21/NP300	2010	2.4L KA24DE / 2.5D YD25DDTi
Nissan	D21/NP300	2011	2.4L KA24DE / 2.5D YD25DDTi
Nissan	D21/NP300	2012	2.4L KA24DE / 2.5D YD25DDTi
Nissan	D21/NP300	2013	2.4L KA24DE / 2.5D YD25DDTi
Nissan	D21/NP300	2014	2.4L KA24DE / 2.5D YD25DDTi
Nissan	D21/NP300	2015	2.4L KA24DE / 2.5D YD25DDTi
Nissan	D21/NP300	2016	2.4L KA24DE / 2.5D YD25DDTi
Nissan	D21/NP300	2017	2.4L KA24DE / 2.5D YD25DDTi
Nissan	D21/NP300	2018	2.4L KA24DE / 2.5D YD25DDTi
Nissan	D21/NP300	2019	2.4L KA24DE / 2.5D YD25DDTi
Nissan	D21/NP300	2020	2.4L KA24DE / 2.5D YD25DDTi
Nissan	D21/NP300	2021	2.4L KA24DE / 2.5D YD25DDTi
Nissan	D21/NP300	2022	2.4L KA24DE / 2.5D YD25DDTi
Nissan	D21/NP300	2023	2.4L KA24DE / 2.5D YD25DDTi
Nissan	D21/NP300	2024	2.4L KA24DE / 2.5D YD25DDTi
Nissan	D21/NP300	2025	2.4L KA24DE / 2.5D YD25DDTi
Nissan	D21/NP300	2026	2.4L KA24DE / 2.5D YD25DDTi
Nissan	Juke	2014	1.6T MR16DDT / 1.0T HR10DET
Nissan	Juke	2015	1.6T MR16DDT / 1.0T HR10DET
Nissan	Juke	2016	1.6T MR16DDT / 1.0T HR10DET
Nissan	Juke	2017	1.6T MR16DDT / 1.0T HR10DET
Nissan	Juke	2018	1.6T MR16DDT / 1.0T HR10DET
Nissan	Juke	2019	1.6T MR16DDT / 1.0T HR10DET
Nissan	Juke	2020	1.6T MR16DDT / 1.0T HR10DET
Nissan	Juke	2021	1.6T MR16DDT / 1.0T HR10DET
Nissan	Juke	2022	1.6T MR16DDT / 1.0T HR10DET
Nissan	Juke	2023	1.6T MR16DDT / 1.0T HR10DET
Nissan	Juke	2024	1.6T MR16DDT / 1.0T HR10DET
Nissan	Juke	2025	1.6T MR16DDT / 1.0T HR10DET
Nissan	Juke	2026	1.6T MR16DDT / 1.0T HR10DET
Nissan	Kicks	2017	1.6L HR16DE
Nissan	Kicks	2018	1.6L HR16DE
Nissan	Kicks	2019	1.6L HR16DE
Nissan	Kicks	2020	1.6L HR16DE
Nissan	Kicks	2021	1.6L HR16DE
Nissan	Kicks	2022	1.6L HR16DE
Nissan	Kicks	2023	1.6L HR16DE
Nissan	Kicks	2024	1.6L HR16DE
Nissan	Kicks	2025	1.6L HR16DE
Nissan	Kicks	2026	1.6L HR16DE
Nissan	March	2011	1.6L HR16DE
Nissan	March	2012	1.6L HR16DE
Nissan	March	2013	1.6L HR16DE
Nissan	March	2014	1.6L HR16DE
Nissan	March	2015	1.6L HR16DE
Nissan	March	2016	1.6L HR16DE
Nissan	March	2017	1.6L HR16DE
Nissan	March	2018	1.6L HR16DE
Nissan	March	2019	1.6L HR16DE
Nissan	March	2020	1.6L HR16DE
Nissan	March	2021	1.6L HR16DE
Nissan	Murano	2015	3.5L VQ35DE V6
Nissan	Murano	2016	3.5L VQ35DE V6
Nissan	Murano	2017	3.5L VQ35DE V6
Nissan	Murano	2018	3.5L VQ35DE V6
Nissan	Murano	2019	3.5L VQ35DE V6
Nissan	Murano	2020	3.5L VQ35DE V6
Nissan	Murano	2021	3.5L VQ35DE V6
Nissan	Murano	2022	3.5L VQ35DE V6
Nissan	Murano	2023	3.5L VQ35DE V6
Nissan	Murano	2024	3.5L VQ35DE V6
Nissan	Murano	2025	3.5L VQ35DE V6
Nissan	Murano	2026	3.5L VQ35DE V6
Nissan	NP300/Navara	2015	2.3D YS23 / 2.5D YD25
Nissan	NP300/Navara	2016	2.3D YS23 / 2.5D YD25
Nissan	NP300/Navara	2017	2.3D YS23 / 2.5D YD25
Nissan	NP300/Navara	2018	2.3D YS23 / 2.5D YD25
Nissan	NP300/Navara	2019	2.3D YS23 / 2.5D YD25
Nissan	NP300/Navara	2020	2.3D YS23 / 2.5D YD25
Nissan	NP300/Navara	2021	2.3D YS23 / 2.5D YD25
Nissan	NP300/Navara	2022	2.3D YS23 / 2.5D YD25
Nissan	NP300/Navara	2023	2.3D YS23 / 2.5D YD25
Nissan	NP300/Navara	2024	2.3D YS23 / 2.5D YD25
Nissan	NP300/Navara	2025	2.3D YS23 / 2.5D YD25
Nissan	NP300/Navara	2026	2.3D YS23 / 2.5D YD25
Nissan	Pathfinder	2010	3.5L VQ35DE V6
Nissan	Pathfinder	2011	3.5L VQ35DE V6
Nissan	Pathfinder	2012	3.5L VQ35DE V6
Nissan	Pathfinder	2013	3.5L VQ35DE V6
Nissan	Pathfinder	2014	3.5L VQ35DE V6
Nissan	Pathfinder	2015	3.5L VQ35DE V6
Nissan	Pathfinder	2016	3.5L VQ35DE V6
Nissan	Pathfinder	2017	3.5L VQ35DE V6
Nissan	Pathfinder	2018	3.5L VQ35DE V6
Nissan	Pathfinder	2019	3.5L VQ35DE V6
Nissan	Pathfinder	2020	3.5L VQ35DE V6
Nissan	Pathfinder	2021	3.5L VQ35DE V6
Nissan	Pathfinder	2022	3.5L VQ35DE V6
Nissan	Pathfinder	2023	3.5L VQ35DE V6
Nissan	Pathfinder	2024	3.5L VQ35DE V6
Nissan	Qashqai	2014	2.0L MR20DD / 1.3T HR13DDT
Nissan	Qashqai	2015	2.0L MR20DD / 1.3T HR13DDT
Nissan	Qashqai	2016	2.0L MR20DD / 1.3T HR13DDT
Nissan	Qashqai	2017	2.0L MR20DD / 1.3T HR13DDT
Nissan	Qashqai	2018	2.0L MR20DD / 1.3T HR13DDT
Nissan	Qashqai	2019	2.0L MR20DD / 1.3T HR13DDT
Nissan	Qashqai	2020	2.0L MR20DD / 1.3T HR13DDT
Nissan	Qashqai	2021	2.0L MR20DD / 1.3T HR13DDT
Nissan	Qashqai	2022	2.0L MR20DD / 1.3T HR13DDT
Nissan	Qashqai	2023	2.0L MR20DD / 1.3T HR13DDT
Nissan	Qashqai	2024	2.0L MR20DD / 1.3T HR13DDT
Nissan	Qashqai	2025	2.0L MR20DD / 1.3T HR13DDT
Nissan	Qashqai	2026	2.0L MR20DD / 1.3T HR13DDT
Nissan	Sentra	2010	1.8L MRA8DE / 2.0L MR20DD
Nissan	Sentra	2011	1.8L MRA8DE / 2.0L MR20DD
Nissan	Sentra	2012	1.8L MRA8DE / 2.0L MR20DD
Nissan	Sentra	2013	1.8L MRA8DE / 2.0L MR20DD
Nissan	Sentra	2014	1.8L MRA8DE / 2.0L MR20DD
Nissan	Sentra	2015	1.8L MRA8DE / 2.0L MR20DD
Nissan	Sentra	2016	1.8L MRA8DE / 2.0L MR20DD
Nissan	Sentra	2017	1.8L MRA8DE / 2.0L MR20DD
Nissan	Sentra	2018	1.8L MRA8DE / 2.0L MR20DD
Nissan	Sentra	2019	1.8L MRA8DE / 2.0L MR20DD
Nissan	Sentra	2020	1.8L MRA8DE / 2.0L MR20DD
Nissan	Sentra	2021	1.8L MRA8DE / 2.0L MR20DD
Nissan	Sentra	2022	1.8L MRA8DE / 2.0L MR20DD
Nissan	Sentra	2023	1.8L MRA8DE / 2.0L MR20DD
Nissan	Sentra	2024	1.8L MRA8DE / 2.0L MR20DD
Nissan	Sentra	2025	1.8L MRA8DE / 2.0L MR20DD
Nissan	Sentra	2026	1.8L MRA8DE / 2.0L MR20DD
Nissan	Tiida	2007	1.6L HR16DE
Nissan	Tiida	2008	1.6L HR16DE
Nissan	Tiida	2009	1.6L HR16DE
Nissan	Tiida	2010	1.6L HR16DE
Nissan	Tiida	2011	1.6L HR16DE
Nissan	Tiida	2012	1.6L HR16DE
Nissan	Tiida	2013	1.6L HR16DE
Nissan	Tiida	2014	1.6L HR16DE
Nissan	Tiida	2015	1.6L HR16DE
Nissan	Urvan	2014	2.5D YD25DDTi
Nissan	Urvan	2015	2.5D YD25DDTi
Nissan	Urvan	2016	2.5D YD25DDTi
Nissan	Urvan	2017	2.5D YD25DDTi
Nissan	Urvan	2018	2.5D YD25DDTi
Nissan	Urvan	2019	2.5D YD25DDTi
Nissan	Urvan	2020	2.5D YD25DDTi
Nissan	Urvan	2021	2.5D YD25DDTi
Nissan	Urvan	2022	2.5D YD25DDTi
Nissan	Urvan	2023	2.5D YD25DDTi
Nissan	Urvan	2024	2.5D YD25DDTi
Nissan	Urvan	2025	2.5D YD25DDTi
Nissan	Urvan	2026	2.5D YD25DDTi
Nissan	V16	2010	1.6L HR16DE
Nissan	V16	2011	1.6L HR16DE
Nissan	V16	2012	1.6L HR16DE
Nissan	V16	2013	1.6L HR16DE
Nissan	V16	2014	1.6L HR16DE
Nissan	V16	2015	1.6L HR16DE
Nissan	V16	2016	1.6L HR16DE
Nissan	V16	2017	1.6L HR16DE
Nissan	V16	2018	1.6L HR16DE
Nissan	V16	2019	1.6L HR16DE
Nissan	V16	2020	1.6L HR16DE
Nissan	V16	2021	1.6L HR16DE
Nissan	V16	2022	1.6L HR16DE
Nissan	Versa	2014	1.6L HR16DE
Nissan	Versa	2015	1.6L HR16DE
Nissan	Versa	2016	1.6L HR16DE
Nissan	Versa	2017	1.6L HR16DE
Nissan	Versa	2018	1.6L HR16DE
Nissan	Versa	2019	1.6L HR16DE
Nissan	Versa	2020	1.6L HR16DE
Nissan	Versa	2021	1.6L HR16DE
Nissan	Versa	2022	1.6L HR16DE
Nissan	Versa	2023	1.6L HR16DE
Nissan	Versa	2024	1.6L HR16DE
Nissan	Versa	2025	1.6L HR16DE
Nissan	Versa	2026	1.6L HR16DE
Nissan	X-Trail	2014	2.5L QR25DE
Nissan	X-Trail	2015	2.5L QR25DE
Nissan	X-Trail	2016	2.5L QR25DE
Nissan	X-Trail	2017	2.5L QR25DE
Nissan	X-Trail	2018	2.5L QR25DE
Nissan	X-Trail	2019	2.5L QR25DE
Nissan	X-Trail	2020	2.5L QR25DE
Nissan	X-Trail	2021	2.5L QR25DE
