Marca	Modelo	Ano	Motor	VIN
Mercedes	Clase C	2019	2.0T M264/M254	55S90171XKV327398
Mercedes	Clase C	2020	2.0T M264/M254	WDDDLS3FXL7009892
Mercedes	Clase C	2021	2.0T M264/M254	WDCAUHXB5MH948121
Mercedes	Clase C	2022	2.0T M264/M254	WDDX8ASF0N4734898
Mercedes	Clase C	2023	2.0T M264/M254	4JG05C699PM298121
Mercedes	Clase C	2024	2.0T M264/M254	WDCWNNTW7RK444397
Mercedes	Clase C	2025	2.0T M264/M254	WDCBWXRN7S1519990
Mercedes	Clase C	2026	2.0T M264/M254	WDD5LA0W0TK552748
Mercedes	Clase E	2016	2.0T M264/M254	WDDMBUGU4GY299845
Mercedes	Clase E	2017	2.0T M264/M254	4JGC1G4T7H4158665
Mercedes	Clase E	2018	2.0T M264/M254	WDDN747T1JT255657
Mercedes	Clase E	2019	2.0T M264/M254	4JGH00U7XKW309108
Mercedes	Clase E	2020	2.0T M264/M254	4JGF1ESW6LA219092
Mercedes	Clase E	2021	2.0T M264/M254	WDC36AR61MC869021
Mercedes	Clase E	2022	2.0T M264/M254	WDD465T64NE491041
Mercedes	Clase E	2023	2.0T M264/M254	55SNVD061PH801459
Mercedes	Clase E	2024	2.0T M264/M254	WDCWKRG59RE826155
Mercedes	Clase E	2025	2.0T M264/M254	WDDMDMX32S7154545
Mercedes	Clase E	2026	2.0T M264/M254	WDD70PXJ4TU897039
Mercedes	GLA	2020	1.3T M282 / 2.0T M260	4JGJH6D94LJ454092
Mercedes	GLA	2021	1.3T M282 / 2.0T M260	WDDCU03E6MN659370
Mercedes	GLA	2022	1.3T M282 / 2.0T M260	4JGGG2FB2NM642570
Mercedes	GLA	2023	1.3T M282 / 2.0T M260	WDD8Y5LMXPM683583
Mercedes	GLA	2024	1.3T M282 / 2.0T M260	55S121US9RS793632
Mercedes	GLA	2025	1.3T M282 / 2.0T M260	55SEDYFZ5S4470672
Mercedes	GLA	2026	1.3T M282 / 2.0T M260	WDCWELEV1T4782706
Mercedes	GLC	2016	2.0T M254	4JGT95DZ0GV563874
Mercedes	GLC	2017	2.0T M254	4JG61CVD9HX474919
Mercedes	GLC	2018	2.0T M254	WDDEMGJ58JZ355093
Mercedes	GLC	2019	2.0T M254	55S0E9HE9KA855354
Mercedes	GLC	2020	2.0T M254	4JGGGHR67L0299535
Mercedes	GLC	2021	2.0T M254	WDC2ZAVR8M7249245
Mercedes	GLC	2022	2.0T M254	55SJC2D35NX906839
Mercedes	GLC	2023	2.0T M254	WDCGE38X1PS160321
Mercedes	GLC	2024	2.0T M254	WDCS9P4A5R8612293
Mercedes	GLC	2025	2.0T M254	55SDXBAC3SS894379
Mercedes	GLC	2026	2.0T M254	4JG7485YXTX734359
Mercedes	Sprinter	2014	2.1D OM651	WDDVDPUM3EC240929
Mercedes	Sprinter	2015	2.1D OM651	55SUXMK02FW822927
Mercedes	Sprinter	2016	2.1D OM651	4JGNSJ8J4GL641112
Mercedes	Sprinter	2017	2.1D OM651	WDC1ERMN5HV195473
Mercedes	Sprinter	2018	2.1D OM651	WDDJ3C2PXJS671789
Mercedes	Sprinter	2019	2.1D OM651	55SXDGXTXK6012515
Mercedes	Sprinter	2020	2.1D OM651	55SHPWD50LA381166
Mercedes	Sprinter	2021	2.1D OM651	WDD9K6200MY421182
Mercedes	Sprinter	2022	2.1D OM651	WDC68S1T6N6579999
Mercedes	Sprinter	2023	2.1D OM651	55SS163K2P1722992
Mercedes	Sprinter	2024	2.1D OM651	55SV45JCXRT729027
Mercedes	Sprinter	2025	2.1D OM651	WDDGUY5E9SZ456900
Mercedes	Sprinter	2026	2.1D OM651	WDCZG0DM1TM795325
Mini	Cooper	2014	1.5T B38 / 2.0T B48	WMWMAWKV0E2327100
Mini	Cooper	2015	1.5T B38 / 2.0T B48	WMWW2C023FP774862
Mini	Cooper	2016	1.5T B38 / 2.0T B48	WMW3B9Y23GM194623
Mini	Cooper	2017	1.5T B38 / 2.0T B48	WMWGYEBG8H1939401
Mini	Cooper	2018	1.5T B38 / 2.0T B48	WMWWWNZTXJZ622327
Mini	Cooper	2019	1.5T B38 / 2.0T B48	WMW0TJFA8K6090606
Mini	Cooper	2020	1.5T B38 / 2.0T B48	WMWP7GMR2LA732895
Mini	Cooper	2021	1.5T B38 / 2.0T B48	WMWSG8JU7MP502860
Mini	Cooper	2022	1.5T B38 / 2.0T B48	WMW9DSTE1N3690844
Mini	Cooper	2023	1.5T B38 / 2.0T B48	WMW48P891PU889512
Mini	Cooper	2024	1.5T B38 / 2.0T B48	WMWR2KAE7RT250724
Mini	Cooper	2025	1.5T B38 / 2.0T B48	WMWGK5MM9S6636206
Mini	Cooper	2026	1.5T B38 / 2.0T B48	WMWC2G6U6TV894908
Mitsubishi	ASX	2014	1.6L 4A92 / 2.0L 4B11	JA44ZW076ER458548
Mitsubishi	ASX	2015	1.6L 4A92 / 2.0L 4B11	JA4CB4N46FB872684
Mitsubishi	ASX	2016	1.6L 4A92 / 2.0L 4B11	JA390F5K4G7074820
Mitsubishi	ASX	2017	1.6L 4A92 / 2.0L 4B11	JA3XA9G99H4054100
Mitsubishi	ASX	2018	1.6L 4A92 / 2.0L 4B11	JA3LTL431JL686123
Mitsubishi	ASX	2019	1.6L 4A92 / 2.0L 4B11	JA4H3J9Z0KJ591620
Mitsubishi	ASX	2020	1.6L 4A92 / 2.0L 4B11	JA3SXESA9LM940090
Mitsubishi	ASX	2021	1.6L 4A92 / 2.0L 4B11	JA4KBSU91MK702629
Mitsubishi	ASX	2022	1.6L 4A92 / 2.0L 4B11	JA4WH34L0NR134903
Mitsubishi	ASX	2023	1.6L 4A92 / 2.0L 4B11	JA48L0WU3PM137466
Mitsubishi	ASX	2024	1.6L 4A92 / 2.0L 4B11	JA35GHVL9RM492566
Mitsubishi	ASX	2025	1.6L 4A92 / 2.0L 4B11	JA3WX40R3S7634066
Mitsubishi	ASX	2026	1.6L 4A92 / 2.0L 4B11	JA4DUN2N2TS057752
Mitsubishi	Eclipse Cross	2018	1.5T 4B40	JA34JKBSXJT214792
Mitsubishi	Eclipse Cross	2019	1.5T 4B40	JA3NREEZ3K1107880
Mitsubishi	Eclipse Cross	2020	1.5T 4B40	JA3RP0VP3L5576079
Mitsubishi	Eclipse Cross	2021	1.5T 4B40	JA3S4PP88MJ771001
Mitsubishi	Eclipse Cross	2022	1.5T 4B40	JA3GZD120NZ669527
Mitsubishi	Eclipse Cross	2023	1.5T 4B40	JA4Y2B650PW403036
Mitsubishi	Eclipse Cross	2024	1.5T 4B40	JA3J8YKM3R3154787
Mitsubishi	Eclipse Cross	2025	1.5T 4B40	JA3U87SS5SC206352
Mitsubishi	Eclipse Cross	2026	1.5T 4B40	JA433MS46TN409553
Mitsubishi	L200	2014	2.4D 4N15 / 2.5D 4D56	JA48VX3U1EW926224
Mitsubishi	L200	2015	2.4D 4N15 / 2.5D 4D56	JA32AVD42FE173920
Mitsubishi	L200	2016	2.4D 4N15 / 2.5D 4D56	JA4BJS229GD899566
Mitsubishi	L200	2017	2.4D 4N15 / 2.5D 4D56	JA3E5X7G5HU661948
Mitsubishi	L200	2018	2.4D 4N15 / 2.5D 4D56	JA4GJCR42JM244935
Mitsubishi	L200	2019	2.4D 4N15 / 2.5D 4D56	JA42DEVDXKJ094806
Mitsubishi	L200	2020	2.4D 4N15 / 2.5D 4D56	JA3HJ5PE2LL331775
Mitsubishi	L200	2021	2.4D 4N15 / 2.5D 4D56	JA4N1CHC4MB817611
Mitsubishi	L200	2022	2.4D 4N15 / 2.5D 4D56	JA39MADT0NJ247797
Mitsubishi	L200	2023	2.4D 4N15 / 2.5D 4D56	JA3Y165Y3PG381988
Mitsubishi	L200	2024	2.4D 4N15 / 2.5D 4D56	JA3ML9931R9047636
Mitsubishi	L200	2025	2.4D 4N15 / 2.5D 4D56	JA38U85J0S6950073
Mitsubishi	L200	2026	2.4D 4N15 / 2.5D 4D56	JA4X21047TD834548
Mitsubishi	L300	2010	2.4L 4G64 / 2.5D 4D56	JA34HB2W8AD338858
Mitsubishi	L300	2011	2.4L 4G64 / 2.5D 4D56	JA3YGH9WXBB314619
Mitsubishi	L300	2012	2.4L 4G64 / 2.5D 4D56	JA3HB7H49CU970986
Mitsubishi	L300	2013	2.4L 4G64 / 2.5D 4D56	JA3VLTFC6D7705770
Mitsubishi	L300	2014	2.4L 4G64 / 2.5D 4D56	JA3KH9ZE9EW070880
Mitsubishi	L300	2015	2.4L 4G64 / 2.5D 4D56	JA3ELAXBXF5431630
Mitsubishi	L300	2016	2.4L 4G64 / 2.5D 4D56	JA3L4JKW2GM608113
Mitsubishi	L300	2017	2.4L 4G64 / 2.5D 4D56	JA49HKDA8HC828140
Mitsubishi	L300	2018	2.4L 4G64 / 2.5D 4D56	JA3BT99M2JP169518
Mitsubishi	L300	2019	2.4L 4G64 / 2.5D 4D56	JA3TA8UW9KN753991
Mitsubishi	L300	2020	2.4L 4G64 / 2.5D 4D56	JA400YAK6LG068517
Mitsubishi	L300	2021	2.4L 4G64 / 2.5D 4D56	JA3RS8D56MJ988941
Mitsubishi	L300	2022	2.4L 4G64 / 2.5D 4D56	JA4332U6XNA944432
Mitsubishi	L300	2023	2.4L 4G64 / 2.5D 4D56	JA4RPVAH9P1886824
Mitsubishi	L300	2024	2.4L 4G64 / 2.5D 4D56	JA40UFCF4RN399318
Mitsubishi	L300	2025	2.4L 4G64 / 2.5D 4D56	JA42JSBP1SJ512627
Mitsubishi	L300	2026	2.4L 4G64 / 2.5D 4D56	JA3TNDPX4TR328304
Mitsubishi	Lancer	2010	1.6L 4A92 / 2.0L 4B11	JA3P94A48AH392787
Mitsubishi	Lancer	2011	1.6L 4A92 / 2.0L 4B11	JA42P93G2BB986716
Mitsubishi	Lancer	2012	1.6L 4A92 / 2.0L 4B11	JA49UG7U6CY004860
Mitsubishi	Lancer	2013	1.6L 4A92 / 2.0L 4B11	JA38APMT7DP278175
Mitsubishi	Lancer	2014	1.6L 4A92 / 2.0L 4B11	JA3PY07P7EB520944
Mitsubishi	Lancer	2015	1.6L 4A92 / 2.0L 4B11	JA48SPEY6FW944356
Mitsubishi	Lancer	2016	1.6L 4A92 / 2.0L 4B11	JA37NM436GF580128
Mitsubishi	Lancer	2017	1.6L 4A92 / 2.0L 4B11	JA4HHDDS7HE296934
Mitsubishi	Lancer	2018	1.6L 4A92 / 2.0L 4B11	JA33Z6SN9JP242212
Mitsubishi	Mirage	2014	1.2L 3A92 MIVEC	JA43DZJW9ES251209
Mitsubishi	Mirage	2015	1.2L 3A92 MIVEC	JA406BDF8FG735666
Mitsubishi	Mirage	2016	1.2L 3A92 MIVEC	JA33WDERXGV003557
Mitsubishi	Mirage	2017	1.2L 3A92 MIVEC	JA4HHSCT9HJ308460
Mitsubishi	Mirage	2018	1.2L 3A92 MIVEC	JA31SJJ94JS186986
Mitsubishi	Mirage	2019	1.2L 3A92 MIVEC	JA448JJ97KL836428
Mitsubishi	Mirage	2020	1.2L 3A92 MIVEC	JA3KMZZY0LB021075
Mitsubishi	Mirage	2021	1.2L 3A92 MIVEC	JA4GTAFZ5M7535379
Mitsubishi	Mirage	2022	1.2L 3A92 MIVEC	JA3A2SMF0NM351126
Mitsubishi	Mirage	2023	1.2L 3A92 MIVEC	JA4U1W7T0PC419681
Mitsubishi	Mirage	2024	1.2L 3A92 MIVEC	JA465RPE9RE208180
Mitsubishi	Montero Sport	2012	2.4D 4N15 / 2.5D 4D56	JA47TS8V8CE454077
Mitsubishi	Montero Sport	2013	2.4D 4N15 / 2.5D 4D56	JA38Y8XPXD4895376
Mitsubishi	Montero Sport	2014	2.4D 4N15 / 2.5D 4D56	JA4W2N1T2EG058887
Mitsubishi	Montero Sport	2015	2.4D 4N15 / 2.5D 4D56	JA45J09E8FW215692
Mitsubishi	Montero Sport	2016	2.4D 4N15 / 2.5D 4D56	JA3Y843N4GZ638380
Mitsubishi	Montero Sport	2017	2.4D 4N15 / 2.5D 4D56	JA4PZK3V0H6672862
Mitsubishi	Montero Sport	2018	2.4D 4N15 / 2.5D 4D56	JA412C4Y9JY932419
Mitsubishi	Montero Sport	2019	2.4D 4N15 / 2.5D 4D56	JA4W235P8KC281858
Mitsubishi	Montero Sport	2020	2.4D 4N15 / 2.5D 4D56	JA34N06X1L4190085
Mitsubishi	Montero Sport	2021	2.4D 4N15 / 2.5D 4D56	JA3R783S3MJ372283
Mitsubishi	Montero Sport	2022	2.4D 4N15 / 2.5D 4D56	JA3WMN822NR508540
Mitsubishi	Montero Sport	2023	2.4D 4N15 / 2.5D 4D56	JA4NZ8SZ4PE457987
Mitsubishi	Montero Sport	2024	2.4D 4N15 / 2.5D 4D56	JA4FHPJV0RE438873
Mitsubishi	Montero Sport	2025	2.4D 4N15 / 2.5D 4D56	JA448SMC3SK032145
Mitsubishi	Montero Sport	2026	2.4D 4N15 / 2.5D 4D56	JA3EKDLP5T3660245
Mitsubishi	Outlander	2010	2.0L 4J11 / 2.4L 4J12	JA3DGUW88A2013455
Mitsubishi	Outlander	2011	2.0L 4J11 / 2.4L 4J12	JA30GSUUXB1310639
Mitsubishi	Outlander	2012	2.0L 4J11 / 2.4L 4J12	JA3JYSNF3CT832052
Mitsubishi	Outlander	2013	2.0L 4J11 / 2.4L 4J12	JA3RC67W3D9575012
Mitsubishi	Outlander	2014	2.0L 4J11 / 2.4L 4J12	JA37PMZXXEJ974747
Mitsubishi	Outlander	2015	2.0L 4J11 / 2.4L 4J12	JA312MJ30FR737992
Mitsubishi	Outlander	2016	2.0L 4J11 / 2.4L 4J12	JA320TZX1GX727531
Mitsubishi	Outlander	2017	2.0L 4J11 / 2.4L 4J12	JA369SHE9H3178218
Mitsubishi	Outlander	2018	2.0L 4J11 / 2.4L 4J12	JA4ERS099JY746143
Mitsubishi	Outlander	2019	2.0L 4J11 / 2.4L 4J12	JA3WP5K03KJ153094
Mitsubishi	Outlander	2020	2.0L 4J11 / 2.4L 4J12	JA3MYK815LV014517
Mitsubishi	Outlander	2021	2.0L 4J11 / 2.4L 4J12	JA4SJ16Y8M6548544
Mitsubishi	Outlander	2022	2.0L 4J11 / 2.4L 4J12	JA4L8S5F6NV585329
Mitsubishi	Outlander	2023	2.0L 4J11 / 2.4L 4J12	JA3TAP6A2PS791146
Mitsubishi	Outlander	2024	2.0L 4J11 / 2.4L 4J12	JA3U2EJN7RZ636702
Mitsubishi	Outlander	2025	2.0L 4J11 / 2.4L 4J12	JA4VRNL40SV204899
Mitsubishi	Outlander	2026	2.0L 4J11 / 2.4L 4J12	JA3AZZT79TZ505394
Nissan	D21/NP300	2008	2.4L KA24DE / 2.5D YD25DDTi	3N1X9Y9268J647281
Nissan	D21/NP300	2009	2.4L KA24DE / 2.5D YD25DDTi	3N1L61LD59M328527
Nissan	D21/NP300	2010	2.4L KA24DE / 2.5D YD25DDTi	3N1EMBT23AL158729
Nissan	D21/NP300	2011	2.4L KA24DE / 2.5D YD25DDTi	3N1508A08BE628159
Nissan	D21/NP300	2012	2.4L KA24DE / 2.5D YD25DDTi	3N18P2EA4CY441428
Nissan	D21/NP300	2013	2.4L KA24DE / 2.5D YD25DDTi	3N1WU2049DG692860
Nissan	D21/NP300	2014	2.4L KA24DE / 2.5D YD25DDTi	3N1DX6HC8EZ044949
Nissan	D21/NP300	2015	2.4L KA24DE / 2.5D YD25DDTi	3N1PN9480FX567353
Nissan	D21/NP300	2016	2.4L KA24DE / 2.5D YD25DDTi	3N11VUG75GX958527
Nissan	D21/NP300	2017	2.4L KA24DE / 2.5D YD25DDTi	3N1B76ZS5HW942640
Nissan	D21/NP300	2018	2.4L KA24DE / 2.5D YD25DDTi	3N19SW570JA746817
Nissan	D21/NP300	2019	2.4L KA24DE / 2.5D YD25DDTi	3N1RBCPE9KD173720
Nissan	D21/NP300	2020	2.4L KA24DE / 2.5D YD25DDTi	3N1MB6Y8XLP090043
Nissan	D21/NP300	2021	2.4L KA24DE / 2.5D YD25DDTi	3N168TU91MU407750
Nissan	D21/NP300	2022	2.4L KA24DE / 2.5D YD25DDTi	3N1VJSMY1NS589531
Nissan	D21/NP300	2023	2.4L KA24DE / 2.5D YD25DDTi	3N1X895ZXPU394569
Nissan	D21/NP300	2024	2.4L KA24DE / 2.5D YD25DDTi	3N1R49C52RN591608
Nissan	D21/NP300	2025	2.4L KA24DE / 2.5D YD25DDTi	3N1SS7TE6SH698726
Nissan	D21/NP300	2026	2.4L KA24DE / 2.5D YD25DDTi	3N1HY7JH8TA581729
Nissan	D21	1990	2.4L / 2.5D	3N1UUJX56LF854996
Nissan	D21	1991	2.4L / 2.5D	3N1T8SKW0MV142478
Nissan	D21	1992	2.4L / 2.5D	3N1BDSYZ4NA196111
Nissan	D21	1993	2.4L / 2.5D	3N16HG5U2PN334025
Nissan	D21	1994	2.4L / 2.5D	3N1ASY7W0RZ955954
Nissan	D21	1995	2.4L / 2.5D	3N1NUD1P8SE359770
Nissan	D21	1996	2.4L / 2.5D	3N1613SC3TC990703
Nissan	D21	1997	2.4L / 2.5D	3N13KMYU4VL963180
Nissan	D21	1998	2.4L / 2.5D	3N19Y1KC8WJ994128
Nissan	D21	1999	2.4L / 2.5D	3N1V9CZN1XH487076
Nissan	D21	2000	2.4L / 2.5D	3N1KRD7W5YU077040
Nissan	D21	2001	2.4L / 2.5D	3N1WP9FK81X730323
Nissan	D21	2002	2.4L / 2.5D	3N19RH6P12S647294
Nissan	D21	2003	2.4L / 2.5D	3N14S0XF43G724668
Nissan	D21	2004	2.4L / 2.5D	3N1E77VG14Z006415
Nissan	D21	2005	2.4L / 2.5D	3N10PU2735J192620
Nissan	D21	2006	2.4L / 2.5D	3N1T1FAE96V389795
Nissan	D21	2007	2.4L / 2.5D	3N11NV3U47U737794
Nissan	D21	2008	2.4L / 2.5D	3N11X0LJ18Y288703
Nissan	Juke	2014	1.6T MR16DDT / 1.0T HR10DET	3N18TL585EB360281
Nissan	Juke	2015	1.6T MR16DDT / 1.0T HR10DET	3N1N217ZXFV046514
Nissan	Juke	2016	1.6T MR16DDT / 1.0T HR10DET	3N1T7ACM4GK402980
Nissan	Juke	2017	1.6T MR16DDT / 1.0T HR10DET	3N1L6ASL9HA511745
Nissan	Juke	2018	1.6T MR16DDT / 1.0T HR10DET	3N1BE3ZS1JB899092
Nissan	Juke	2019	1.6T MR16DDT / 1.0T HR10DET	3N1Z3FWL0KK540529
Nissan	Juke	2020	1.6T MR16DDT / 1.0T HR10DET	3N1UA2C43LV418303
Nissan	Juke	2021	1.6T MR16DDT / 1.0T HR10DET	3N1TJ91D1MR402179
Nissan	Juke	2022	1.6T MR16DDT / 1.0T HR10DET	3N1LLEYH6NL600319
Nissan	Juke	2023	1.6T MR16DDT / 1.0T HR10DET	3N10SMN46PF867351
Nissan	Juke	2024	1.6T MR16DDT / 1.0T HR10DET	3N168HSX6RU068232
Nissan	Juke	2025	1.6T MR16DDT / 1.0T HR10DET	3N18B6812SZ277588
Nissan	Juke	2026	1.6T MR16DDT / 1.0T HR10DET	3N1Z11SD7TH408924
Nissan	Kicks	2017	1.6L HR16DE	3N1G03583HL926635
Nissan	Kicks	2018	1.6L HR16DE	3N1XY797XJD021617
Nissan	Kicks	2019	1.6L HR16DE	3N1AS6XA4KC098085
Nissan	Kicks	2020	1.6L HR16DE	3N1HKB400LW693549
Nissan	Kicks	2021	1.6L HR16DE	3N1BXL494MT632185
Nissan	Kicks	2022	1.6L HR16DE	3N1H0RA85NK430024
Nissan	Kicks	2023	1.6L HR16DE	3N1VTZG67PV065072
Nissan	Kicks	2024	1.6L HR16DE	3N1CF77F0RY528027
Nissan	Kicks	2025	1.6L HR16DE	3N1E0BJE4SG263993
Nissan	Kicks	2026	1.6L HR16DE	3N1BA20U9TS852738
Nissan	March	2011	1.6L HR16DE	3N1KDRUD1BK647097
Nissan	March	2012	1.6L HR16DE	3N1M2DHF7CY583398
Nissan	March	2013	1.6L HR16DE	3N16D70A7DA506660
Nissan	March	2014	1.6L HR16DE	3N137UEE6EM220688
Nissan	March	2015	1.6L HR16DE	3N1AZBR4XFY312677
Nissan	March	2016	1.6L HR16DE	3N17V4J87GC792661
Nissan	March	2017	1.6L HR16DE	3N18EXM83HW113972
Nissan	March	2018	1.6L HR16DE	3N113CPR8JC205137
Nissan	March	2019	1.6L HR16DE	3N1MPY8C6KF900998
Nissan	March	2020	1.6L HR16DE	3N1W40TT4LA470641
Nissan	March	2021	1.6L HR16DE	3N1DTT265MK667014
Nissan	Murano	2015	3.5L VQ35DE V6	3N1RLG9X9FT448825
Nissan	Murano	2016	3.5L VQ35DE V6	3N1L6NEM5GH949339
Nissan	Murano	2017	3.5L VQ35DE V6	3N1V0LYXXHK127757
Nissan	Murano	2018	3.5L VQ35DE V6	3N1WUGY34JC001844
Nissan	Murano	2019	3.5L VQ35DE V6	3N11UYL59KE134095
Nissan	Murano	2020	3.5L VQ35DE V6	3N1863P98LZ752110
Nissan	Murano	2021	3.5L VQ35DE V6	3N1928WJXMD884759
Nissan	Murano	2022	3.5L VQ35DE V6	3N1VLXRX0NZ795132
Nissan	Murano	2023	3.5L VQ35DE V6	3N11ZV3D6PX239857
Nissan	Murano	2024	3.5L VQ35DE V6	3N1U16AWXRW099660
Nissan	Murano	2025	3.5L VQ35DE V6	3N1VMZ672SW007283
Nissan	Murano	2026	3.5L VQ35DE V6	3N1MBCL30TM575349
Nissan	NP300/Navara	2015	2.3D YS23 / 2.5D YD25	3N18TDLE2FG555970
Nissan	NP300/Navara	2016	2.3D YS23 / 2.5D YD25	3N15BY5A9GA216991
Nissan	NP300/Navara	2017	2.3D YS23 / 2.5D YD25	3N136Y0V3HB560169
Nissan	NP300/Navara	2018	2.3D YS23 / 2.5D YD25	3N1SG7G65JL870955
Nissan	NP300/Navara	2019	2.3D YS23 / 2.5D YD25	3N1NZKZ35KN799372
Nissan	NP300/Navara	2020	2.3D YS23 / 2.5D YD25	3N1BRKTBXLP047109
Nissan	NP300/Navara	2021	2.3D YS23 / 2.5D YD25	3N1VFTX74ML253987
Nissan	NP300/Navara	2022	2.3D YS23 / 2.5D YD25	3N164DHJ9NL089177
Nissan	NP300/Navara	2023	2.3D YS23 / 2.5D YD25	3N1PS2FV2PS020358
Nissan	NP300/Navara	2024	2.3D YS23 / 2.5D YD25	3N113W7Y2RH815722
Nissan	NP300/Navara	2025	2.3D YS23 / 2.5D YD25	3N14D3CG1SA329634
Nissan	NP300/Navara	2026	2.3D YS23 / 2.5D YD25	3N1VXGJK5TB774576
Nissan	Pathfinder	2010	3.5L VQ35DE V6	3N18S54M3AU698970
Nissan	Pathfinder	2011	3.5L VQ35DE V6	3N1AJXRM0BM878370
Nissan	Pathfinder	2012	3.5L VQ35DE V6	3N1KWBAZXCT372682
Nissan	Pathfinder	2013	3.5L VQ35DE V6	3N15688K2DG953421
Nissan	Pathfinder	2014	3.5L VQ35DE V6	3N1ME1701ES893930
Nissan	Pathfinder	2015	3.5L VQ35DE V6	3N106M5T1FB242373
Nissan	Pathfinder	2016	3.5L VQ35DE V6	3N1PZV0B4GU830090
Nissan	Pathfinder	2017	3.5L VQ35DE V6	3N10DVTJ1HP932112
Nissan	Pathfinder	2018	3.5L VQ35DE V6	3N132PCN5JN796358
Nissan	Pathfinder	2019	3.5L VQ35DE V6	3N11J5HP8KC359914
Nissan	Pathfinder	2020	3.5L VQ35DE V6	3N15PXRS0LY460237
Nissan	Pathfinder	2021	3.5L VQ35DE V6	3N1U8F0V1MW796079
Nissan	Pathfinder	2022	3.5L VQ35DE V6	3N12DW3B1NU925388
Nissan	Pathfinder	2023	3.5L VQ35DE V6	3N1LS5UA2PN278863
Nissan	Pathfinder	2024	3.5L VQ35DE V6	3N1J21LUXRJ067450
Nissan	Qashqai	2014	2.0L MR20DD / 1.3T HR13DDT	3N1FF0VY8ES818635
Nissan	Qashqai	2015	2.0L MR20DD / 1.3T HR13DDT	3N1R4RJP8FN731371
Nissan	Qashqai	2016	2.0L MR20DD / 1.3T HR13DDT	3N1R4ALSXGS406209
Nissan	Qashqai	2017	2.0L MR20DD / 1.3T HR13DDT	3N1WRHL48HP036039
Nissan	Qashqai	2018	2.0L MR20DD / 1.3T HR13DDT	3N125VVWXJS085754
Nissan	Qashqai	2019	2.0L MR20DD / 1.3T HR13DDT	3N1WRCRC9KY625636
Nissan	Qashqai	2020	2.0L MR20DD / 1.3T HR13DDT	3N15ZYFJ0LA790996
Nissan	Qashqai	2021	2.0L MR20DD / 1.3T HR13DDT	3N1SCHZ30ML615784
Nissan	Qashqai	2022	2.0L MR20DD / 1.3T HR13DDT	3N149LXL2NL002337
Nissan	Qashqai	2023	2.0L MR20DD / 1.3T HR13DDT	3N1GP1XV0PK492696
Nissan	Qashqai	2024	2.0L MR20DD / 1.3T HR13DDT	3N12AXEY2RL512228
Nissan	Qashqai	2025	2.0L MR20DD / 1.3T HR13DDT	3N16K72VXSU286934
Nissan	Qashqai	2026	2.0L MR20DD / 1.3T HR13DDT	3N1W0D978TF050431
Nissan	Sentra	2010	1.8L MRA8DE / 2.0L MR20DD	3N1HKZ100AH421243
Nissan	Sentra	2011	1.8L MRA8DE / 2.0L MR20DD	3N18K203XBP819070
Nissan	Sentra	2012	1.8L MRA8DE / 2.0L MR20DD	3N1E0R9U0CW739989
Nissan	Sentra	2013	1.8L MRA8DE / 2.0L MR20DD	3N19KPB90DU243531
Nissan	Sentra	2014	1.8L MRA8DE / 2.0L MR20DD	3N1VTC760EZ823272
Nissan	Sentra	2015	1.8L MRA8DE / 2.0L MR20DD	3N1H4FKA2FN502219
Nissan	Sentra	2016	1.8L MRA8DE / 2.0L MR20DD	3N18FRZR7GR033596
Nissan	Sentra	2017	1.8L MRA8DE / 2.0L MR20DD	3N1845TL4HG514955
Nissan	Sentra	2018	1.8L MRA8DE / 2.0L MR20DD	3N18MBCEXJE539098
Nissan	Sentra	2019	1.8L MRA8DE / 2.0L MR20DD	3N1UBD1E5KW620511
Nissan	Sentra	2020	1.8L MRA8DE / 2.0L MR20DD	3N1DU9Z91LK253386
Nissan	Sentra	2021	1.8L MRA8DE / 2.0L MR20DD	3N131RBV4MC913072
Nissan	Sentra	2022	1.8L MRA8DE / 2.0L MR20DD	3N1KSWGD2NZ736222
Nissan	Sentra	2023	1.8L MRA8DE / 2.0L MR20DD	3N1DJL235PH960134
Nissan	Sentra	2024	1.8L MRA8DE / 2.0L MR20DD	3N17BWRT2RY780694
Nissan	Sentra	2025	1.8L MRA8DE / 2.0L MR20DD	3N11009V1SD732546
Nissan	Sentra	2026	1.8L MRA8DE / 2.0L MR20DD	3N16KPSN3TU574909
Nissan	Tiida	2007	1.6L HR16DE	3N1ZDA2667R089685
Nissan	Tiida	2008	1.6L HR16DE	3N1897P4X8Y153015
Nissan	Tiida	2009	1.6L HR16DE	3N1PCXC4X9G111227
Nissan	Tiida	2010	1.6L HR16DE	3N140X3JXAN515324
Nissan	Tiida	2011	1.6L HR16DE	3N1V3S6H1BU359219
Nissan	Tiida	2012	1.6L HR16DE	3N1CVGF54CM744845
Nissan	Tiida	2013	1.6L HR16DE	3N1LK1BP7DA080220
Nissan	Tiida	2014	1.6L HR16DE	3N1JCV8E7EF764853
Nissan	Tiida	2015	1.6L HR16DE	3N1J59M9XFL839820
Nissan	Urvan	2014	2.5D YD25DDTi	3N1HEV134ER103779
Nissan	Urvan	2015	2.5D YD25DDTi	3N1KV5J03FD005823
Nissan	Urvan	2016	2.5D YD25DDTi	3N1EZ1C67GE393775
Nissan	Urvan	2017	2.5D YD25DDTi	3N1WYALK9HD020815
Nissan	Urvan	2018	2.5D YD25DDTi	3N10U3393JP166030
Nissan	Urvan	2019	2.5D YD25DDTi	3N1BTNAP2KZ263606
